+----------------------------+---------------------------------------------------------+---------------------------------------------------------+-----------------------------------------------------+--------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Mod name                   | Registry name                                           | Item ID                                                 | Display name                                        | Exists | Tags                                                                                                                                                                                                    |
| Road Stuff                 | roadstuff:concrete_slope_white_line_94                  |                                                         | block.roadstuff.concrete_slope_white_line_94        | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_white_line_95                  |                                                         | block.roadstuff.concrete_slope_white_line_95        | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_white_line_96                  |                                                         | block.roadstuff.concrete_slope_white_line_96        | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_white_line_97                  |                                                         | block.roadstuff.concrete_slope_white_line_97        | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_white_line_98                  |                                                         | block.roadstuff.concrete_slope_white_line_98        | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_white_line_99                  |                                                         | block.roadstuff.concrete_slope_white_line_99        | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_1                  |                                                         | block.roadstuff.concrete_slope_yellow_line_1        | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_10                 |                                                         | block.roadstuff.concrete_slope_yellow_line_10       | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_100                |                                                         | block.roadstuff.concrete_slope_yellow_line_100      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_101                |                                                         | block.roadstuff.concrete_slope_yellow_line_101      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_102                |                                                         | block.roadstuff.concrete_slope_yellow_line_102      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_103                |                                                         | block.roadstuff.concrete_slope_yellow_line_103      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_104                |                                                         | block.roadstuff.concrete_slope_yellow_line_104      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_105                |                                                         | block.roadstuff.concrete_slope_yellow_line_105      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_106                |                                                         | block.roadstuff.concrete_slope_yellow_line_106      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_107                |                                                         | block.roadstuff.concrete_slope_yellow_line_107      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_108                |                                                         | block.roadstuff.concrete_slope_yellow_line_108      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_109                |                                                         | block.roadstuff.concrete_slope_yellow_line_109      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_11                 |                                                         | block.roadstuff.concrete_slope_yellow_line_11       | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_110                |                                                         | block.roadstuff.concrete_slope_yellow_line_110      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_111                |                                                         | block.roadstuff.concrete_slope_yellow_line_111      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_112                |                                                         | block.roadstuff.concrete_slope_yellow_line_112      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_113                |                                                         | block.roadstuff.concrete_slope_yellow_line_113      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_114                |                                                         | block.roadstuff.concrete_slope_yellow_line_114      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_115                |                                                         | block.roadstuff.concrete_slope_yellow_line_115      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_116                |                                                         | block.roadstuff.concrete_slope_yellow_line_116      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_117                |                                                         | block.roadstuff.concrete_slope_yellow_line_117      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_118                |                                                         | block.roadstuff.concrete_slope_yellow_line_118      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_119                |                                                         | block.roadstuff.concrete_slope_yellow_line_119      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_12                 |                                                         | block.roadstuff.concrete_slope_yellow_line_12       | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_120                |                                                         | block.roadstuff.concrete_slope_yellow_line_120      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_121                |                                                         | block.roadstuff.concrete_slope_yellow_line_121      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_122                |                                                         | block.roadstuff.concrete_slope_yellow_line_122      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_123                |                                                         | block.roadstuff.concrete_slope_yellow_line_123      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_124                |                                                         | block.roadstuff.concrete_slope_yellow_line_124      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_125                |                                                         | block.roadstuff.concrete_slope_yellow_line_125      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_126                |                                                         | block.roadstuff.concrete_slope_yellow_line_126      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_127                |                                                         | block.roadstuff.concrete_slope_yellow_line_127      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_128                |                                                         | block.roadstuff.concrete_slope_yellow_line_128      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_129                |                                                         | block.roadstuff.concrete_slope_yellow_line_129      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_13                 |                                                         | block.roadstuff.concrete_slope_yellow_line_13       | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_130                |                                                         | block.roadstuff.concrete_slope_yellow_line_130      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_131                |                                                         | block.roadstuff.concrete_slope_yellow_line_131      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_132                |                                                         | block.roadstuff.concrete_slope_yellow_line_132      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_133                |                                                         | block.roadstuff.concrete_slope_yellow_line_133      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_134                |                                                         | block.roadstuff.concrete_slope_yellow_line_134      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_135                |                                                         | block.roadstuff.concrete_slope_yellow_line_135      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_136                |                                                         | block.roadstuff.concrete_slope_yellow_line_136      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_137                |                                                         | block.roadstuff.concrete_slope_yellow_line_137      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_138                |                                                         | block.roadstuff.concrete_slope_yellow_line_138      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_139                |                                                         | block.roadstuff.concrete_slope_yellow_line_139      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_14                 |                                                         | block.roadstuff.concrete_slope_yellow_line_14       | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_140                |                                                         | block.roadstuff.concrete_slope_yellow_line_140      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_141                |                                                         | block.roadstuff.concrete_slope_yellow_line_141      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_142                |                                                         | block.roadstuff.concrete_slope_yellow_line_142      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_143                |                                                         | block.roadstuff.concrete_slope_yellow_line_143      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_144                |                                                         | block.roadstuff.concrete_slope_yellow_line_144      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_145                |                                                         | block.roadstuff.concrete_slope_yellow_line_145      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_146                |                                                         | block.roadstuff.concrete_slope_yellow_line_146      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_147                |                                                         | block.roadstuff.concrete_slope_yellow_line_147      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_148                |                                                         | block.roadstuff.concrete_slope_yellow_line_148      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_149                |                                                         | block.roadstuff.concrete_slope_yellow_line_149      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_15                 |                                                         | block.roadstuff.concrete_slope_yellow_line_15       | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_150                |                                                         | block.roadstuff.concrete_slope_yellow_line_150      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_151                |                                                         | block.roadstuff.concrete_slope_yellow_line_151      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_152                |                                                         | block.roadstuff.concrete_slope_yellow_line_152      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_153                |                                                         | block.roadstuff.concrete_slope_yellow_line_153      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_154                |                                                         | block.roadstuff.concrete_slope_yellow_line_154      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_155                |                                                         | block.roadstuff.concrete_slope_yellow_line_155      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_156                |                                                         | block.roadstuff.concrete_slope_yellow_line_156      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_157                |                                                         | block.roadstuff.concrete_slope_yellow_line_157      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_158                |                                                         | block.roadstuff.concrete_slope_yellow_line_158      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_159                |                                                         | block.roadstuff.concrete_slope_yellow_line_159      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_16                 |                                                         | block.roadstuff.concrete_slope_yellow_line_16       | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_160                |                                                         | block.roadstuff.concrete_slope_yellow_line_160      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_161                |                                                         | block.roadstuff.concrete_slope_yellow_line_161      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_162                |                                                         | block.roadstuff.concrete_slope_yellow_line_162      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_163                |                                                         | block.roadstuff.concrete_slope_yellow_line_163      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_164                |                                                         | block.roadstuff.concrete_slope_yellow_line_164      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_165                |                                                         | block.roadstuff.concrete_slope_yellow_line_165      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_166                |                                                         | block.roadstuff.concrete_slope_yellow_line_166      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_167                |                                                         | block.roadstuff.concrete_slope_yellow_line_167      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_168                |                                                         | block.roadstuff.concrete_slope_yellow_line_168      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_169                |                                                         | block.roadstuff.concrete_slope_yellow_line_169      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_17                 |                                                         | block.roadstuff.concrete_slope_yellow_line_17       | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_170                |                                                         | block.roadstuff.concrete_slope_yellow_line_170      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_171                |                                                         | block.roadstuff.concrete_slope_yellow_line_171      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_172                |                                                         | block.roadstuff.concrete_slope_yellow_line_172      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_173                |                                                         | block.roadstuff.concrete_slope_yellow_line_173      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_174                |                                                         | block.roadstuff.concrete_slope_yellow_line_174      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_175                |                                                         | block.roadstuff.concrete_slope_yellow_line_175      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_176                |                                                         | block.roadstuff.concrete_slope_yellow_line_176      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_177                |                                                         | block.roadstuff.concrete_slope_yellow_line_177      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_178                |                                                         | block.roadstuff.concrete_slope_yellow_line_178      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_179                |                                                         | block.roadstuff.concrete_slope_yellow_line_179      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_18                 |                                                         | block.roadstuff.concrete_slope_yellow_line_18       | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_180                |                                                         | block.roadstuff.concrete_slope_yellow_line_180      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_181                |                                                         | block.roadstuff.concrete_slope_yellow_line_181      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_182                |                                                         | block.roadstuff.concrete_slope_yellow_line_182      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_183                |                                                         | block.roadstuff.concrete_slope_yellow_line_183      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_184                |                                                         | block.roadstuff.concrete_slope_yellow_line_184      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_185                |                                                         | block.roadstuff.concrete_slope_yellow_line_185      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_186                |                                                         | block.roadstuff.concrete_slope_yellow_line_186      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_187                |                                                         | block.roadstuff.concrete_slope_yellow_line_187      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_188                |                                                         | block.roadstuff.concrete_slope_yellow_line_188      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_189                |                                                         | block.roadstuff.concrete_slope_yellow_line_189      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_19                 |                                                         | block.roadstuff.concrete_slope_yellow_line_19       | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_190                |                                                         | block.roadstuff.concrete_slope_yellow_line_190      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_191                |                                                         | block.roadstuff.concrete_slope_yellow_line_191      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
| Road Stuff                 | roadstuff:concrete_slope_yellow_line_192                |                                                         | block.roadstuff.concrete_slope_yellow_line_192      | true   | roadstuff:concrete_road                                                                                                                                                                                 |
